ticket_id,product,category,issue_description,resolution_notes,priority,status,channel,region,subscription_type,customer_tenure_months,previous_tickets,customer_satisfaction_score,first_response_time_hours,resolution_time_hours,ticket_created_date,ticket_resolved_date,escalated,sla_breached,language,issue_complexity_score,customer_segment,customer_id,order_value
2113,E-commerce Store,Feature Request,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,High,Pending Customer,Phone,North America,Basic,8,20,3,33.64,149.33,2023-09-11,2023-09-19,True,False,German,4,Individual,de4d87d5087a,100.27
2114,E-commerce Store,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,In Progress,Chat,Africa,Premium,17,11,2,64.59,174.13,2024-12-31,2025-01-02,True,True,German,8,Corporate,14baa490fe8b,448.05
2115,Billing System,Login Issue,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,Medium,Pending Customer,Web Form,Australia,Free,46,15,3,69.75,227.51,2024-08-01,2024-08-09,True,True,Spanish,9,Corporate,dddaea7a2559,330.6
2116,CRM Platform,Security Concern,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,High,Open,Phone,North America,Free,23,3,1,19.46,32.81,2023-04-29,2023-05-08,False,False,German,3,Corporate,05fa71c451ba,84.53
2117,CRM Platform,Payment Problem,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Pending Customer,Email,Africa,Enterprise,22,6,1,5.48,63.04,2024-11-01,2024-11-14,True,True,French,6,Individual,0fba93cdf893,225.76
2118,Analytics Dashboard,Data Sync Issue,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,Low,In Progress,Email,Europe,Basic,4,17,5,37.71,171.29,2022-10-14,2022-10-15,True,True,Spanish,2,Small Business,ef622aa18455,311.5
2119,API Service,Refund Request,The system is not syncing data across devices properly.,Subscription status corrected and confirmation email sent to customer.,Medium,Closed,Chat,South America,Enterprise,19,1,1,48.14,144.0,2024-06-17,2024-06-17,False,False,Chinese,3,Small Business,87180a09ffe0,50.9
2120,CRM Platform,Payment Problem,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,Medium,Open,Email,Europe,Premium,44,6,4,52.61,93.93,2022-08-25,2022-08-27,True,False,Japanese,7,Small Business,d3651faeeba4,442.38
2121,Web Portal,Security Concern,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,Low,Closed,Phone,Asia,Enterprise,12,0,3,27.31,235.38,2022-06-26,2022-06-30,True,True,French,1,Individual,3d9cd881e47d,403.77
2122,Mobile App,Security Concern,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,Urgent,In Progress,Chat,Australia,Basic,38,4,5,45.85,134.61,2022-01-29,2022-02-03,False,False,English,1,Small Business,5cca7395a95c,257.55
2123,Payment Gateway,Bug Report,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,Medium,Resolved,Email,Asia,Enterprise,54,7,4,1.78,153.48,2023-08-07,2023-08-11,False,False,Japanese,1,Individual,3bc9a7b824fb,483.89
2124,Cloud Storage,Data Sync Issue,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,Urgent,Closed,Social Media,North America,Premium,38,3,3,55.72,6.91,2024-06-25,2024-07-04,False,False,German,1,Small Business,50aea0bfa877,214.7
2125,Cloud Storage,Security Concern,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,High,Open,Phone,Africa,Basic,9,18,1,67.35,48.69,2023-06-18,2023-06-18,True,True,French,5,Corporate,4ce88086ee68,492.21
2126,Cloud Storage,Data Sync Issue,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Pending Customer,Email,Asia,Basic,50,16,3,10.41,211.18,2023-04-16,2023-04-16,False,False,German,4,Small Business,b0a95e5ba4ba,337.28
2127,Cloud Storage,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Low,Resolved,Phone,Europe,Free,7,12,5,26.89,194.8,2024-06-21,2024-06-29,True,False,German,5,Small Business,e14163cc7f4f,320.99
2128,Web Portal,Bug Report,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,Low,Open,Email,North America,Basic,45,3,3,41.37,185.78,2023-05-23,2023-05-27,False,True,Japanese,1,Individual,0c96a4c69ed8,91.32
2129,Web Portal,Subscription Cancellation,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,High,In Progress,Chat,Australia,Free,12,8,3,57.96,129.83,2022-07-10,2022-07-15,False,False,Japanese,1,Corporate,3c4fb02e5667,442.14
2130,Analytics Dashboard,Feature Request,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,Medium,Pending Customer,Phone,Europe,Enterprise,4,5,4,45.15,26.83,2024-01-14,2024-01-21,False,False,Chinese,1,Small Business,eb9aa367d0ef,219.47
2131,Cloud Storage,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Low,Closed,Web Form,Africa,Premium,49,8,3,16.99,106.03,2022-09-27,2022-10-09,False,True,Japanese,4,Corporate,262df2852042,89.49
2132,Analytics Dashboard,Account Suspension,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,In Progress,Web Form,Australia,Basic,43,12,5,69.82,172.51,2024-10-24,2024-10-24,False,False,Chinese,5,Small Business,ab5211a48f43,16.18
2133,E-commerce Store,Subscription Cancellation,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,Low,Resolved,Email,Australia,Basic,44,16,2,1.31,164.24,2023-04-26,2023-05-10,True,True,English,8,Corporate,38b0e85a8825,284.28
2134,Billing System,Performance Issue,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,Medium,In Progress,Chat,Europe,Free,26,19,1,15.14,228.37,2024-05-14,2024-05-19,True,True,German,4,Small Business,aa584b22a094,268.43
2135,API Service,Login Issue,The system is not syncing data across devices properly.,Subscription status corrected and confirmation email sent to customer.,Low,Pending Customer,Social Media,Australia,Premium,35,5,2,15.84,229.38,2024-03-13,2024-03-26,True,True,German,10,Corporate,ed9e5b5f1e9a,362.48
2136,Subscription Service,Payment Problem,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,Medium,Open,Chat,Africa,Premium,46,5,1,56.21,83.39,2024-11-07,2024-11-18,False,False,Spanish,1,Corporate,2015bf03dd9e,446.23
2137,Payment Gateway,Feature Request,I am experiencing very slow performance while using the dashboard.,The issue was escalated to engineering and resolved in the latest patch.,High,Closed,Web Form,Europe,Enterprise,17,16,3,46.81,126.39,2024-10-05,2024-10-17,False,False,English,1,Corporate,710d69a5d0c5,48.91
2138,Cloud Storage,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,High,Closed,Phone,Australia,Enterprise,6,10,4,60.59,55.08,2024-07-20,2024-07-27,False,True,Chinese,3,Individual,f62b2bf94f7e,368.43
2139,Cloud Storage,Refund Request,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Open,Social Media,Europe,Free,10,1,4,43.8,96.79,2022-04-25,2022-04-30,False,True,Spanish,5,Corporate,febcc4b8e490,101.83
2140,Payment Gateway,Subscription Cancellation,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Open,Web Form,Africa,Free,8,14,3,46.12,80.57,2022-08-26,2022-09-08,False,False,Spanish,2,Individual,10acb2949b45,430.51
2141,Billing System,Data Sync Issue,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,Low,Resolved,Email,Africa,Enterprise,34,16,1,17.31,194.61,2023-09-01,2023-09-05,False,True,Chinese,4,Small Business,12ef93775c4d,411.34
2142,Billing System,Performance Issue,I am unable to access my account after entering the correct credentials.,Subscription status corrected and confirmation email sent to customer.,Medium,Open,Chat,Australia,Basic,49,11,3,15.21,198.63,2023-10-18,2023-10-29,True,False,Japanese,1,Small Business,e6ca59580c7f,274.99
2143,CRM Platform,Data Sync Issue,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,In Progress,Chat,Africa,Basic,56,15,5,3.29,142.11,2022-08-10,2022-08-22,True,False,Japanese,7,Individual,855e0a011ad5,358.02
2144,Subscription Service,Refund Request,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,Low,Resolved,Social Media,North America,Enterprise,31,1,4,46.91,167.95,2024-07-31,2024-08-08,False,False,English,9,Small Business,921b5d68e46d,164.03
2145,CRM Platform,Account Suspension,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,High,Resolved,Chat,North America,Free,34,15,2,24.63,73.04,2023-06-23,2023-07-03,True,True,Spanish,6,Individual,198837e80ea8,240.87
2146,Web Portal,Account Suspension,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,In Progress,Phone,North America,Enterprise,56,7,5,11.85,111.42,2024-09-24,2024-10-06,False,False,German,10,Corporate,bd795149a5d1,412.6
2147,Cloud Storage,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,High,Open,Social Media,South America,Basic,17,20,5,68.74,187.73,2023-01-22,2023-02-02,False,True,Spanish,10,Individual,be836a100295,235.04
2148,Billing System,Login Issue,There seems to be a discrepancy in my billing statement for this month.,Subscription status corrected and confirmation email sent to customer.,Low,Closed,Email,North America,Free,3,15,4,39.14,233.48,2024-03-08,2024-03-20,True,True,Japanese,2,Corporate,99a6a5ba55b5,185.32
2149,Mobile App,Account Suspension,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,Low,Closed,Chat,Europe,Basic,11,15,3,46.87,209.8,2022-04-08,2022-04-11,False,False,Spanish,9,Small Business,e0be333756ab,252.16
2150,Analytics Dashboard,Subscription Cancellation,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Resolved,Web Form,Australia,Premium,9,0,4,9.12,113.9,2024-06-15,2024-06-28,True,True,Chinese,6,Corporate,e2e291a7113c,415.84
2151,Billing System,Subscription Cancellation,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,Low,In Progress,Social Media,North America,Basic,58,12,2,23.1,219.55,2024-10-05,2024-10-13,True,False,English,7,Individual,c8c175bcd8ab,174.25
2152,E-commerce Store,Bug Report,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,Medium,Closed,Phone,Asia,Basic,52,17,2,63.66,120.51,2022-07-29,2022-08-07,True,True,English,5,Individual,56633974704c,95.14
2153,Cloud Storage,Payment Problem,My subscription was cancelled without my request and I need clarification.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Resolved,Web Form,Africa,Basic,2,6,1,35.55,143.62,2022-11-17,2022-11-25,False,True,German,2,Individual,72797a749747,358.89
2154,Analytics Dashboard,Feature Request,The system is not syncing data across devices properly.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Closed,Web Form,South America,Free,36,9,3,5.38,37.65,2024-12-31,2025-01-12,False,False,French,10,Small Business,19638411118b,414.73
2155,Analytics Dashboard,Performance Issue,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,Low,Open,Email,South America,Enterprise,46,19,5,34.38,34.27,2023-08-17,2023-08-29,False,False,Spanish,10,Individual,834712ae692c,59.31
2156,Billing System,Performance Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Pending Customer,Email,Europe,Enterprise,37,10,5,9.97,61.08,2024-08-30,2024-09-01,False,False,Chinese,8,Corporate,5e9a5c020800,127.54
2157,Subscription Service,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,Low,Resolved,Web Form,Europe,Premium,1,19,5,60.28,230.28,2022-01-23,2022-01-30,False,True,Chinese,8,Small Business,f1d8adfef867,79.57
2158,Analytics Dashboard,Feature Request,There seems to be a discrepancy in my billing statement for this month.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,In Progress,Social Media,North America,Enterprise,22,0,3,53.94,68.11,2024-03-30,2024-03-31,False,True,Spanish,6,Corporate,b87e61c8f4c8,180.49
2159,Web Portal,Data Sync Issue,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,Low,Resolved,Phone,Australia,Basic,27,19,2,66.68,176.73,2022-10-04,2022-10-17,False,False,English,4,Small Business,c3a9e27224a4,230.67
2160,Web Portal,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,Low,Closed,Phone,Asia,Free,49,8,4,49.28,233.66,2023-01-28,2023-01-29,True,True,Chinese,6,Small Business,12d344564de6,376.92
2161,E-commerce Store,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,Low,Closed,Web Form,Asia,Enterprise,19,20,3,50.92,47.4,2024-09-03,2024-09-11,True,True,French,6,Small Business,95cca1de5180,329.06
2162,CRM Platform,Refund Request,I am unable to access my account after entering the correct credentials.,Data synchronization restored after backend service restart.,High,Closed,Social Media,Africa,Premium,56,13,3,54.32,172.86,2024-08-04,2024-08-04,True,False,English,7,Small Business,f2a2a96a6a68,314.25
2163,E-commerce Store,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Closed,Social Media,Australia,Free,53,11,2,32.72,194.06,2022-06-22,2022-07-06,True,True,French,4,Individual,57df2ff8c12b,182.66
2164,Billing System,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,In Progress,Chat,South America,Basic,33,16,2,52.39,54.74,2024-04-17,2024-04-17,True,False,French,9,Small Business,8ad52f0d778c,422.31
2165,E-commerce Store,Login Issue,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,High,In Progress,Phone,South America,Free,3,18,1,2.03,202.78,2022-12-23,2023-01-03,True,True,Spanish,7,Small Business,704cb9905937,240.93
2166,Analytics Dashboard,Security Concern,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Resolved,Chat,South America,Enterprise,23,0,2,62.25,146.53,2024-11-06,2024-11-17,False,True,Spanish,10,Individual,96c8b65f5d2c,489.76
2167,Web Portal,Data Sync Issue,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Resolved,Web Form,North America,Premium,9,19,2,15.7,6.95,2024-07-23,2024-07-28,True,False,German,5,Small Business,827b556e3205,320.73
2168,CRM Platform,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Resolved,Social Media,Europe,Basic,15,3,3,61.54,55.08,2024-02-08,2024-02-12,False,False,French,1,Corporate,d35c534d2f02,71.87
2169,E-commerce Store,Refund Request,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,Urgent,Closed,Social Media,Australia,Enterprise,44,6,2,32.34,94.96,2023-09-03,2023-09-04,True,False,French,6,Corporate,d1e080fb1cea,341.33
2170,Payment Gateway,Data Sync Issue,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,High,In Progress,Phone,Australia,Free,6,18,4,26.58,137.06,2022-06-15,2022-06-19,False,True,French,10,Corporate,0f0e46e71731,169.3
2171,API Service,Account Suspension,I am unable to access my account after entering the correct credentials.,Subscription status corrected and confirmation email sent to customer.,Urgent,Open,Web Form,North America,Enterprise,2,9,2,5.27,229.53,2022-05-25,2022-05-25,True,True,Chinese,10,Small Business,52bda1f3ebc6,346.3
2172,CRM Platform,Feature Request,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,High,In Progress,Phone,Africa,Enterprise,46,16,4,58.61,44.69,2022-05-04,2022-05-12,True,False,German,1,Small Business,a24e494e37bf,44.12
2173,Mobile App,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,Urgent,Open,Web Form,Asia,Enterprise,10,7,3,54.75,231.2,2022-10-22,2022-10-31,True,False,Japanese,1,Small Business,4db955523aa8,95.69
2174,E-commerce Store,Bug Report,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Resolved,Chat,Europe,Basic,35,5,4,60.75,74.37,2023-09-20,2023-09-28,True,True,French,7,Individual,180cd8916fb0,429.31
2175,Web Portal,Account Suspension,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,High,Resolved,Phone,South America,Free,16,16,1,57.27,234.71,2023-04-28,2023-05-12,False,True,English,10,Small Business,32e9f3e94455,121.32
2176,Mobile App,Feature Request,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,High,Open,Social Media,Australia,Basic,53,8,1,47.95,201.47,2022-02-10,2022-02-14,True,True,Chinese,9,Small Business,705cfc167d5c,420.15
2177,Cloud Storage,Account Suspension,There seems to be a discrepancy in my billing statement for this month.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Resolved,Social Media,Asia,Premium,45,13,3,22.79,34.83,2023-09-13,2023-09-15,True,False,English,3,Small Business,c93e6429d98f,146.85
2178,Payment Gateway,Feature Request,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,Low,Resolved,Web Form,North America,Basic,13,16,1,70.25,146.57,2023-10-02,2023-10-11,False,True,Japanese,6,Small Business,84a8e64dc9d7,325.01
2179,Billing System,Feature Request,I am unable to access my account after entering the correct credentials.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Closed,Web Form,Africa,Basic,49,7,1,66.27,81.77,2022-09-04,2022-09-06,False,True,Japanese,8,Small Business,0f653efd577d,350.13
2180,Payment Gateway,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Data synchronization restored after backend service restart.,Urgent,Resolved,Phone,Asia,Enterprise,55,19,5,71.12,83.53,2024-06-08,2024-06-13,False,True,Chinese,9,Individual,e98c66fd937a,261.2
2181,Cloud Storage,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,Urgent,Open,Social Media,North America,Free,21,12,1,7.59,172.27,2024-12-09,2024-12-22,False,False,French,9,Corporate,d922abe1a06b,159.6
2182,Billing System,Performance Issue,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,Low,Open,Web Form,North America,Enterprise,54,4,5,33.12,2.87,2022-08-02,2022-08-03,True,True,Japanese,6,Small Business,052f45f5d5df,114.2
2183,E-commerce Store,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,Resolved,Social Media,North America,Basic,22,4,4,63.16,189.15,2024-03-10,2024-03-10,True,False,Japanese,3,Corporate,c98772b9d380,26.26
2184,CRM Platform,Subscription Cancellation,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Pending Customer,Social Media,Europe,Basic,52,1,2,62.03,122.58,2022-08-04,2022-08-04,True,False,English,3,Individual,910785baeed4,158.93
2185,E-commerce Store,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Urgent,Open,Email,Australia,Basic,23,0,3,22.02,71.55,2023-03-06,2023-03-18,True,True,English,6,Small Business,dbe10d91328a,330.05
2186,CRM Platform,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,Low,Pending Customer,Phone,Africa,Enterprise,17,15,1,46.96,200.83,2024-10-20,2024-10-23,False,True,German,4,Individual,4b419eefb09e,469.77
2187,Mobile App,Login Issue,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Closed,Phone,Africa,Premium,22,17,3,4.37,32.59,2023-07-31,2023-08-08,False,False,English,7,Small Business,434133528a8e,436.89
2188,Analytics Dashboard,Bug Report,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Open,Social Media,North America,Enterprise,20,20,2,5.17,200.42,2024-07-07,2024-07-16,True,True,French,8,Individual,6c6fd4337bef,385.37
2189,Subscription Service,Performance Issue,I am experiencing very slow performance while using the dashboard.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,In Progress,Phone,Europe,Enterprise,9,9,5,30.49,148.87,2023-11-11,2023-11-18,True,True,French,3,Individual,b29a9eff98db,396.34
2190,Subscription Service,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Subscription status corrected and confirmation email sent to customer.,High,Resolved,Email,Europe,Premium,34,15,4,52.57,34.55,2024-03-21,2024-03-31,True,True,Japanese,1,Corporate,8ef8e4ecacdb,335.84
2191,API Service,Login Issue,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,Urgent,In Progress,Social Media,Asia,Premium,54,1,1,9.46,76.02,2022-09-30,2022-10-14,False,True,German,10,Small Business,4485f85a9b58,137.54
2192,Web Portal,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,Urgent,Closed,Phone,Africa,Premium,19,10,3,18.21,39.62,2024-11-05,2024-11-11,False,False,French,3,Corporate,954ecb4d2ff8,454.53
2193,E-commerce Store,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,Urgent,In Progress,Chat,Asia,Free,39,2,1,24.75,175.86,2024-12-11,2024-12-21,False,True,German,6,Corporate,55bcb2a4d8bc,338.66
2194,Analytics Dashboard,Login Issue,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,Urgent,Resolved,Phone,North America,Enterprise,44,20,3,70.29,214.01,2023-06-18,2023-07-02,False,False,Spanish,5,Small Business,c9ff6a155844,284.62
2195,E-commerce Store,Feature Request,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,High,Open,Phone,Africa,Basic,46,6,1,42.97,237.09,2023-03-19,2023-03-22,False,False,German,7,Corporate,270862dc04cb,64.38
2196,Analytics Dashboard,Security Concern,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,High,Open,Phone,South America,Enterprise,38,6,5,42.48,89.82,2023-07-14,2023-07-23,True,True,German,6,Corporate,6970e4680931,229.06
2197,E-commerce Store,Payment Problem,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,Urgent,Pending Customer,Phone,South America,Enterprise,13,4,1,33.21,128.12,2023-04-06,2023-04-07,True,False,English,7,Corporate,d1aabab19a7a,235.58
2198,Subscription Service,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,Urgent,Pending Customer,Email,Asia,Free,37,2,5,58.13,183.08,2024-08-14,2024-08-24,False,False,French,7,Individual,56a16b97ff17,433.64
2199,Payment Gateway,Feature Request,There seems to be a discrepancy in my billing statement for this month.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,Closed,Phone,Australia,Basic,42,14,1,40.51,12.82,2023-09-28,2023-09-28,True,False,English,1,Individual,cb68fd687dae,277.86
2200,API Service,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,High,Pending Customer,Social Media,Australia,Enterprise,58,5,4,55.89,55.49,2023-06-07,2023-06-13,False,True,Chinese,7,Small Business,8c0a88e9d4af,196.4
2201,Billing System,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,Low,In Progress,Phone,Asia,Enterprise,18,4,5,11.85,204.69,2022-09-22,2022-10-03,False,False,Chinese,5,Corporate,20a8c4f7b815,488.63
2202,Mobile App,Feature Request,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,High,Closed,Chat,South America,Enterprise,10,14,2,16.64,34.28,2022-11-01,2022-11-04,False,True,Spanish,1,Corporate,722d6e9371d7,64.25
2203,Cloud Storage,Data Sync Issue,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Pending Customer,Social Media,South America,Free,37,13,3,29.95,64.79,2022-11-28,2022-12-11,False,True,Japanese,2,Small Business,9458017049e4,217.05
2204,CRM Platform,Subscription Cancellation,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,Medium,In Progress,Phone,Australia,Basic,40,6,1,16.73,94.39,2024-04-27,2024-05-04,True,True,Spanish,2,Corporate,c18a9d062965,30.59
2205,Subscription Service,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,Urgent,Closed,Email,Africa,Free,30,2,5,31.48,129.62,2023-08-08,2023-08-10,True,False,Japanese,1,Small Business,59ce011925f3,372.55
2206,E-commerce Store,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Medium,Resolved,Chat,Africa,Free,14,19,2,57.43,194.81,2024-02-13,2024-02-18,True,True,English,4,Small Business,925da7090902,459.86
2207,Subscription Service,Security Concern,I would like to request a refund for the recent charge.,Explained billing breakdown and clarified applicable charges.,Urgent,Open,Email,Europe,Premium,50,14,5,58.55,178.98,2022-03-04,2022-03-08,False,False,English,10,Individual,a4ad46f2c33a,147.22
2208,Subscription Service,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,Urgent,Open,Phone,Asia,Premium,46,0,5,64.06,12.8,2022-11-13,2022-11-27,False,False,Spanish,9,Individual,7aa959c1c871,430.59
2209,E-commerce Store,Bug Report,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Open,Chat,Australia,Free,46,6,2,40.69,199.51,2023-10-02,2023-10-11,False,False,French,5,Small Business,fa68d8cb827b,153.19
2210,API Service,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,Low,Closed,Email,Africa,Enterprise,45,19,5,21.12,215.65,2024-01-18,2024-02-01,True,True,German,9,Corporate,bdfb7ad7178f,456.28
2211,Web Portal,Security Concern,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,Low,Resolved,Chat,Europe,Basic,42,15,3,71.75,106.12,2022-03-21,2022-03-31,True,True,French,1,Corporate,e5b35389789b,379.44
2212,Analytics Dashboard,Performance Issue,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Pending Customer,Social Media,Asia,Premium,36,8,4,54.04,11.36,2023-05-28,2023-05-30,True,True,English,6,Small Business,be746b1565b1,404.4
2213,Billing System,Bug Report,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,In Progress,Phone,North America,Basic,55,9,2,25.4,77.96,2022-01-22,2022-01-26,False,True,Spanish,9,Small Business,83e2dc2bc206,18.82
2214,Billing System,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,Urgent,Open,Web Form,South America,Enterprise,45,5,5,68.93,30.96,2024-08-17,2024-08-29,True,False,French,1,Individual,697b7789f587,481.78
2215,Payment Gateway,Account Suspension,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,Medium,Open,Web Form,Asia,Enterprise,27,17,2,60.92,78.68,2022-03-01,2022-03-09,True,False,English,5,Corporate,3d123ea5a36f,366.07
2216,Mobile App,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,High,Closed,Phone,Africa,Free,59,8,2,58.22,182.57,2023-07-16,2023-07-22,False,True,Chinese,6,Individual,8539c540c844,159.33
